"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"1816517","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","1",,"1822681","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1826234","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    
","","191","1826237","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","195","1826712","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"196","1826713","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","196","1826749","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","196","1826809","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","196","1826810","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"197","1826810","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","197","1826829","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","197","1826909","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","197","1826910","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"198","1826919","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","198","1827024","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"199","1827033","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","199","1827144","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"200","1827149","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","200","1827290","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"201","1827296","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",".","","201","1827535","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",".",,"202","1827538","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","202","1827555","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","202","1827985","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","202","1827986","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"203","1827995","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","203","1828098","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"204","1828124","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","204","1828210","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"205","1828211","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","205","1828459","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"206","1828460","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","206","1828685","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"207","1828686","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","207","1828886","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"208","1828886","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","208","1829934","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","209","1829936","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"209","1829936","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","9","","209","1832056","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","9",,"210","1832057","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","210","1832174","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"211","1832174","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1835095","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","0","210","1835098","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1835298","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","9","209","1835300","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1835479","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","(","208","1835482","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","",")","208","1835483","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1835675","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","207","1835678","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1835854","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","206","1835856","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1836047","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","205","1836049","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1836221","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","204","1836224","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1836406","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","o","203","1836408","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1837257","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","202","1837259","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","202","1838089","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"203","1838090","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","203","1838111","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","203","1838188","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","203","1838189","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"204","1838198","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","204","1838278","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"205","1838288","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","205","1839682","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"206","1839702","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1840472","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","n","205","1840474","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1840677","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","204","1840679","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1840858","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","u","203","1840860","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1841049","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","202","1841051","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"203","1842204","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","202","1842204","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","203","1842230","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","203","1842399","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","203","1842400","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"204","1842442","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1843384","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","o","203","1843386","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1843846","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","202","1843856","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","202","1896012","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"203","1896013","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","203","1896053","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","203","1896094","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","203","1896095","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"204","1896095","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","204","1896113","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","204","1896231","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","204","1896232","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"205","1896244","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","205","1896309","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"206","1896312","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","206","1896402","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"207","1896405","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","207","1897787","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","208","1897788","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"208","1897788","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","4","","208","1899091","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","4",,"209","1899092","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","209","1899173","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"210","1899173","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"1903186","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"1927631","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1935378","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    
","","212","1935381","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1936740","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    
","","217","1936743","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1937715","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","220","1937717","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","   ","217","1937719","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1938057","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","
","217","1938098","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1938436","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","215","1938462","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","   ","212","1938463","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","212","1939345","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"213","1939345","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","213","1939366","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","213","1939422","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","213","1939423","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"214","1939422","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","214","1939435","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","214","1939546","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","214","1939547","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"215","1939557","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","215","1939630","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"216","1939630","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","216","1939825","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"217","1939825","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","217","1939843","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","217","1940059","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","217","1940065","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"218","1940066","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","218","1940326","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"219","1940326","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","219","1940348","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","219","1940387","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","219","1940388","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"220","1940387","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","220","1940405","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","220","1940570","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","220","1940577","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"221","1940578","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","221","1940969","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"222","1940969","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","222","1941002","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","222","1941316","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","222","1941317","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"223","1941328","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1941772","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","n","222","1941774","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","222","1942154","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"223","1942159","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","223","1942287","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"224","1942295","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","224","1942430","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"225","1942457","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","225","1942557","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"226","1942565","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","226","1945739","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","227","1945740","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"227","1945741","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","1","","227","1945999","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","1",,"228","1946000","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","228","1946079","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"229","1946080","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",")",,"230","1947574","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",":","","230","1948058","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",":",,"231","1948059","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1948431","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","232","1948470","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    ","","232","1948474","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","236","1950334","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"237","1950335","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","237","1950353","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","237","1950489","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","237","1950490","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"238","1950499","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","238","1950590","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"239","1950600","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","239","1950806","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"240","1950814","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","240","1950943","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"241","1950949","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","241","1951071","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"242","1951077","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",".","","242","1951494","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",".",,"243","1951494","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","243","1951507","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","243","1952344","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","p","","243","1952345","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","p",,"244","1952353","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","244","1952464","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"245","1952469","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","245","1952555","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"246","1952567","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","246","1952815","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"247","1952828","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","247","1952895","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"248","1952898","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","w","","248","1952997","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","w",,"249","1953003","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","249","1953101","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"250","1953105","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","250","1954535","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","251","1954537","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"251","1954538","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",")",,"252","1954796","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1955939","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    
","","253","1955942","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","257","1956727","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"258","1956727","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","258","1956742","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","258","1956873","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","258","1956874","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"259","1956882","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","259","1956939","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"260","1956948","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","260","1957030","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"261","1957037","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","261","1957172","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"262","1957175","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","262","1957316","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"263","1957322","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",".","","263","1957565","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",".",,"264","1957566","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","264","1957601","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","264","1958177","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","264","1958178","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"265","1958185","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","265","1958254","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"266","1958262","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","266","1958461","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"267","1958474","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","267","1958614","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"268","1958620","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","268","1958708","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"269","1958712","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","269","1959643","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","270","1959645","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"270","1959645","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","y","","270","1960554","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","y",,"271","1960555","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","271","1960569","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","271","1960750","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","271","1960751","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"272","1960757","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","272","1960930","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"273","1960939","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","273","1961091","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"274","1961092","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","274","1961249","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"275","1961250","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","w","","275","1961322","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","w",,"276","1961322","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1962866","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","w","275","1962868","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1963054","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","o","274","1963056","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1963236","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","273","1963238","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1963401","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","272","1963402","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1963583","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","271","1963585","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1964002","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","y","270","1964015","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1967217","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","82","1967220","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"83","1969120","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","82","1969119","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","t
","82","1969164","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t 
","","82","1969164","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","83","1969241","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","83","1969242","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"84","1969242","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","84","1969264","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1970472","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","u ","83","1970474","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","83","1970510","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1970655","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","t ","82","1970660","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","82","1972171","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"83","1972172","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","83","1972188","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","83","1972388","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","83","1972389","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"84","1972529","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1973297","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","83","1973299","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1973540","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","82","1973542","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","82","1977328","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"83","1977328","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","83","1978203","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"84","1978204","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","84","1978218","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","84","1978329","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","84","1978330","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"85","1978329","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","85","1978599","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"86","1978600","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","86","1978790","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"87","1978791","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","87","1979315","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"88","1979316","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","88","1979471","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"89","1979472","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"90","1979633","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","89","1979633","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","90","1979692","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","90","1979758","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","90","1979759","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"91","1979758","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","91","1979823","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"92","1979823","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","92","1979968","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"93","1979969","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","93","1980113","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"94","1980114","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","94","1980233","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"95","1980234","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1981082","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","96","1981219","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","96","1984996","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"97","1984996","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","hange","90","1985021","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","90","1985022","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","93","1985023","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","90","1985021","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","hange","","90","1985022","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","97","1985089","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","97","1985090","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"98","1985090","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","98","1985125","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","98","1985416","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","98","1985417","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"99","1985432","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","99","1985571","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"100","1985571","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1986460","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","99","1986463","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"1986675","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","o","98","1986677","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","98","1987350","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"99","1987351","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","99","1987363","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","99","1987506","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","99","1987507","flower.py","1.1.2 for 2021-2022 @t1","0"
